budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
8328750,Beco Films,USA,Blake Edwards,Comedy,19674852,Skin Deep,R,03-03-1989,97,6.1,John Ritter,3318,Blake Edwards,1989
3000000,Sean S. Cunningham Films,USA,James Isaac,Horror,1738897,The Horror Show,R,28-04-1989,95,4.9,Lance Henriksen,2627,Allyn Warner,1989
780708,A&M; Films,USA,Carl Schenkel,Action,4557214,The Mighty Quinn,R,17-02-1989,98,6.1,Denzel Washington,3782,Albert Z. Carr,1989
12000000,Warner Bros.,USA,Peter Bonerz,Comedy,11567217,Police Academy 6: City Under Siege,PG,10-03-1989,84,4.2,Bubba Smith,23683,Neal Israel,1989
19000000,Amblin Entertainment,USA,Gary David Goldberg,Drama,19738015,Dad,PG,10-11-1989,117,6.2,Jack Lemmon,3891,William Wharton,1989
98590,Allied Filmmakers,USA,Uli Edel,Drama,1730005,Last Exit to Brooklyn,R,04-05-1990,102,6.9,Jennifer Jason Leigh,4841,Hubert Selby Jr.,1989
985982,Kings Road Entertainment,Australia,David Webb Peoples,Action,882290,The Blood of Heroes,R,23-02-1990,90,6.5,Rutger Hauer,5155,David Webb Peoples,1989
8280729,Davros Films,USA,Euzhan Palcy,Drama,3766879,A Dry White Season,R,20-09-1989,97,7,Donald Sutherland,3879,André P. Brink,1989
13000000,Paramount Pictures,USA,Joel Schumacher,Comedy,22030000,Cousins,PG-13,10-02-1989,109,6.3,Ted Danson,3667,Jean-Charles Tacchella,1989
5000000,Allied Vision,USA,Philippe Mora,Biography,1919653,Communion,R,10-11-1989,106,,Christopher Walken,4489,Whitley Strieber,1989
7852623,KB Erik the Viking,UK,Terry Jones,Comedy,1932642,Erik the Viking,PG-13,22-09-1989,107,6.2,Tim Robbins,11465,Terry Jones,1989
3000000,Great American Films Limited Partnership,Canada,Bob Balaban,Comedy,870532,Parents,R,27-01-1989,81,6.2,Randy Quaid,4968,Christopher Hawthorne,1989
5000000,Aspen Film Society,USA,Christopher Guest,Comedy,117463,The Big Picture,PG-13,15-12-1989,100,6.3,Kevin Bacon,4057,Michael Varhol,1989
18000000,Orion Pictures,USA,Andrew Davis,Action,10647219,The Package,R,25-08-1989,108,6.4,Gene Hackman,6979,John Bishop,1989
89275890,Beco Films,USA,Nick Castle,Comedy,9114702,Tap,PG-13,10-02-1989,111,6.5,Gregory Hines,1195,Nick Castle,1989
8975895,Trans World Entertainment (TWE),USA,Tibor Takács,Fantasy,151203,"I, Madman",R,07-04-1989,89,6.1,Jenny Wright,2093,David Chaskin,1989
8753893,Metro-Goldwyn-Mayer (MGM),USA,Pat O'Connor,Action,4611062,The January Man,R,13-01-1989,97,5.6,Kevin Kline,5405,John Patrick Shanley,1989
8878235,Touchstone Pictures,USA,Ron Shelton,Biography,19131246,Blaze,R,13-12-1989,120,5.9,Paul Newman,3129,Blaze Starr,1989
18000000,Paramount Pictures,USA,Joe Pytka,Comedy,4973285,Let It Ride,PG-13,18-08-1989,90,6.9,Richard Dreyfuss,4382,Jay Cronley,1989
76225345,Kings Road Entertainment,USA,David Hugh Jones,Drama,2049769,Jacknife,R,10-03-1989,102,6.4,Robert De Niro,4749,Stephen Metcalfe,1989
18000000,Warner Bros.,USA,Norman Jewison,Drama,3531971,In Country,R,29-09-1989,120,5.9,Emily Lloyd,2385,Bobbie Ann Mason,1989
3000000,American Playhouse,USA,Norman René,Drama,4609953,Longtime Companion,R,01-05-1990,96,7.5,Stephen Caffrey,4560,Craig Lucas,1989
8343289,Warner Bros.,USA,Bruce Beresford,Comedy,18699037,Her Alibi,PG,03-02-1989,94,5.7,Tom Selleck,5902,Charlie Peters,1989
NaN,Entcorp Communications,Canada,Jim Drake,Comedy,3077361,Cannonball Fever,PG,21-04-1989,94,4.3,Peter Boyle,2615,Michael Short,1989
4000000,Incorporated Television Company (ITC),USA,John Dahl,Action,283694,Kill Me Again,R,27-10-1989,94,6.3,Val Kilmer,3576,John Dahl,1989
2300000,Lorimar Film Entertainment,USA,Michael Herz,Action,792966,The Toxic Avenger Part II,R,24-02-1989,102,5.1,Ron Fazio,5067,Lloyd Kaufman,1989
8707598,Elrina Investment,South Africa,Jamie Uys,Comedy,6291444,The Gods Must Be Crazy II,PG,13-04-1990,98,6.8,N!xau,13810,Jamie Uys,1989
2500000,Larco Productions,USA,Larry Cohen,Comedy,43749,Wicked Stepmother,PG-13,03-02-1989,90,4.1,Bette Davis,1370,Larry Cohen,1989
8582098,Carolco Pictures,USA,Costa-Gavras,Crime,6263883,Music Box,PG-13,19-01-1990,124,7.4,Jessica Lange,5638,Joe Eszterhas,1989
9859208,Lightyear Entertainment,USA,Joyce Chopra,Comedy,3473905,The Lemon Sisters,PG-13,31-08-1990,93,4.9,Diane Keaton,618,Jeremy Pikser,1989
 ,Cineplex-Odeon Films,USA,John D. Hancock,Drama,18587135,Prancer,G,17-11-1989,103,6.3,Sam Elliott,3478,Greg Taylor,1989
8207522,Paramount Pictures,Canada,Dave Thomas,Comedy,169203,The Experts,PG-13,13-01-1989,94,4.7,John Travolta,1990,Steven Greene,1989
8723958,Gary Sherman Productions,USA,Gary Sherman,Drama,4347648,Lisa,PG-13,27-10-1989,95,5.9,Staci Keanan,1103,Gary Sherman,1989
1500000,Incorporated Television Company (ITC),UK,Jeff Burr,Horror,1519796,Stepfather II,R,03-11-1989,93,5.6,Terry O'Quinn,2468,Carolyn Lefcourt,1989
9872975,Columbia Pictures Corporation,USA,Joseph Ruben,Drama,8742750,True Believer,R,17-02-1989,105,6.7,James Woods,3633,Wesley Strick,1989
8707258,Golan-Globus Productions,USA,J. Lee Thompson,Action,3416846,Kinjite: Forbidden Subjects,R,03-02-1989,97,5.4,Charles Bronson,2162,Harold Nebenzal,1989
87259285,London Weekend Television (LWT),UK,Mel Smith,Comedy,510712,The Tall Guy,R,21-09-1990,92,6.2,Jeff Goldblum,3878,Richard Curtis,1989
827825,Not specified,USA,Martin Davidson,Drama,1097333,Heart of Dixie,PG,25-08-1989,95,5.2,Ally Sheedy,569,Anne Rivers Siddons,1989
8788253,Lorimar Film Entertainment,USA,John Frankenheimer,Action,8125592,Dead Bang,R,24-03-1989,102,6.1,Don Johnson,2720,Robert Foster,1989
872222,Arenafilm,Australia,Jane Campion,Comedy,938065,Sweetie,R,28-09-1989,97,6.9,Geneviève Lemon,2603,Gerard Lee,1989
75000,Action Features,USA,Hal Hartley,Comedy,546541,The Unbelievable Truth,R,08-11-1990,90,7.5,Adrienne Shelly,3877,Action Features,1989
,Hill/Rosenman,USA,Thom Eberhardt,Drama,11604598,Gross Anatomy,PG-13,20-10-1989,100,6.1,Matthew Modine,3204,Mark Spragg,1989
87258728,Breton Film Productions,USA,Cedric Sundstrom,Action,902152,American Ninja 3: Blood Hunt,R,24-02-1989,89,3.4,David Bradley,4048,Avi Kleinberger,1989
982398,HandMade Films,UK,Bruce Robinson,Comedy,418053,How to Get Ahead in Advertising,R,29-03-1990,90,7,Richard E. Grant,4584,Bruce Robinson,1989
878592,Vestron Pictures,UK,Ken Russell,Action,444055,The Rainbow,R,26-05-1989,113,6.4,Sammi Davis,1018,Ken Russell,1989
823908,Troma Entertainment,USA,Michael Herz,Action,363561,The Toxic Avenger Part III: The Last Temptation of Toxie,R,24-11-1989,102,4.4,Ron Fazio,3562,Lloyd Kaufman,1989
8329850,Weintraub Entertainment Group,USA,Douglas Day Stewart,Drama,,Listen to Me,PG-13,05-05-1989,107,5.3,Kirk Cameron,882,Douglas Day Stewart,1989
383784,Castle Rock Entertainment,USA,Ted Kotcheff,Drama,2023282,Winter People,PG-13,14-04-1989,110,6.3,Kurt Russell,1029,John Ehle,1989
8735889,Morgan Creek Productions,USA,Paul Mazursky,Comedy,7754571,Enemies: A Love Story,R,13-12-1989,119,6.8,Ron Silver,1705,Isaac Bashevis Singer,1989
889845,Bandai Media Department,Japan,Takeshi Kitano,Action,1960,Violent Cop,NOT RATED,16-07-1999,103,7.2,Takeshi Kitano,8597,Hisashi Nozawa,1989
11500000,TriStar Pictures,USA,Richard Baskin,Drama,2260616,Sing,PG-13,31-03-1989,98,6.8,Lorraine Bracco,597,Dean Pitchford,1989
9849585,Max Films Productions,Canada,Denys Arcand,Drama,1601612,Jesus of Montreal,R,25-05-1990,118,7.5,Lothaire Bluteau,6162,Denys Arcand,1989
34000000,Columbia Pictures Corporation,USA,Luis Puenzo,Adventure,3574256,Old Gringo,R,06-10-1989,100,5.8,Jane Fonda,1556,Carlos Fuentes,1989
20000000,Cine Location Services,USA,John Milius,Action,2420917,Farewell to the King,PG-13,03-03-1989,117,6.3,Nick Nolte,2282,Pierre Schoendoerffer,1989
8845555,Morgan Creek Productions,USA,Jack Sholder,Action,9015164,Renegades,R,02-06-1989,106,5.3,Kiefer Sutherland,2585,David Rich,1989
16000000,AM/PM Entertainment,USA,Robert Ellis Miller,Adventure,67878,Brenda Starr,PG,15-04-1992,93,4.6,Brooke Shields,856,Noreen Stone,1989
NaN,A&M; Films,USA,Will Mackenzie,Comedy,3690400,Worth Winning,PG-13,27-10-1989,103,6,Mark Harmon,1378,Dan Lewandowski,1989
8989352,Not specified,USA,Lee Grant,Comedy,4348025,Staying Together,R,10-11-1989,91,6.3,Sean Astin,639,Monte Merrick,1989
8708290,Not specified,USA,Hugh Hudson,Drama,1247946,Lost Angels,,05-05-1989,116,6.1,Donald Sutherland,758,Michael Weller,1989
83209859,Charlie Mopic,USA,Patrick Sheane Duncan,Drama,154264,84C MoPic,R,07-04-1989,95,7,Jonathan Emerson,1461,Patrick Sheane Duncan,1989
8729353,North Street Films,USA,Paul Bartel,Comedy,2156471,Scenes from the Class Struggle in Beverly Hills,R,1989-07,103,6.2,Jacqueline Bisset,872,Paul Bartel,1989
9859809,Concorde Pictures,USA,Thierry Notz,Horror,858591,The Terror Within,R,20-01-1989,88,4.9,Andrew Stevens,958,Thomas McKelvey Cleaver,1989
8905895,Paulist Pictures,USA,John Duigan,Biography,1316495,Romero,PG-13,25-08-1989,102,7.3,Raul Julia,1789,John Sacret Young,1989
859894,Cinetel Films,USA,William Lustig,Crime,6985999,Relentless,R,30-08-1989,92,5.9,Judd Nelson,1064,Phil Alden Robinson,1989
8884895,Initial Film and Television,UK,Damian Harris,Drama,201468,The Rachel Papers,R,12-05-1989,95,6.1,Dexter Fletcher,1621,Damian Harris,1989
14000000,Columbia Pictures Corporation,USA,Jonathan Kaplan,Drama,5932613,Immediate Family,PG-13,27-10-1989,95,6.1,Glenn Close,1235,Barbara Benedek,1989
895543,Budapest Stúdió Vállalat,Hungary,Ildikó Enyedi,Comedy,682016,My Twentieth Century,Not specified,13-01-1990,100,7.1,Dorota Segda,692,Ildikó Enyedi,1989
900000,Kouf/Bigelow Productions,USA,Jim Kouf,Action,7723506,Disorganized Crime,R,14-04-1989,98,6.3,Hoyt Axton,1842,Jim Kouf,1989
567839,FM Entertainment,USA,Larry Peerce,Biography,1089000,Wired,R,25-08-1989,112,4.4,Michael Chiklis,685,Bob Woodward,1989
9000009,Nova International Films,USA,Robert M. Young,Biography,408839,Triumph of the Spirit,R,23-12-1989,120,6.9,Willem Dafoe,1834,Shimon Arama,1989
7079775,Cinéa,France,Patrice Leconte,Crime,1417030,Monsieur Hire,PG-13,1990-06,81,7.7,Michel Blanc,4920,Georges Simenon,1989
83785395,Aaron Russo Productions,USA,David Greenwalt,Comedy,3169719,Rude Awakening,R,16-08-1989,100,4.4,Cheech Marin,1123,Neil Levy,1989
87583595,Hemdale,USA,Mick Jackson,Biography,259486,Chattahoochee,R,20-04-1990,94,6.4,Gary Oldman,1524,James Cresson,1989
8785343,Twentieth Century Fox Film Corporation,USA,Savage Steve Holland,Comedy,1642239,How I Got Into College,PG-13,19-05-1989,86,5.8,Anthony Edwards,1807,Terrel Seltzer,1989
87593092,Lorimar Film Entertainment,USA,Joel Zwick,Comedy,5368865,Second Sight,PG,03-11-1989,83,4.4,John Larroquette,,Tom Schulman,1989
 ,Breton Film Productions,USA,Steve Carver,Adventure,535031,River of Death,R,29-09-1989,107,4.2,Michael Dudikoff,783,Alistair MacLean,1989
 ,Corsair Pictures,USA,Thomas Schlamme,Comedy,646890,Miss Firecracker,PG,19-01-1990,102,6.1,Holly Hunter,1706,Beth Henley,1989
89543908,Lorimar Film Entertainment,USA,Alan J. Pakula,Drama,4795000,See You in the Morning,PG-13,21-04-1989,119,5.8,Jeff Bridges,720,Alan J. Pakula,1989
17000000,Columbia Pictures Corporation,USA,Michael Crichton,Crime,3560932,Physical Evidence,R,27-01-1989,99,5.1,Burt Reynolds,1238,Steve Ransohoff,1989
8859033,Lorimar Film Entertainment,USA,Susan Seidelman,Comedy,1869417,Cookie,R,23-08-1989,94,5.2,Peter Falk,929,Nora Ephron,1989
4000000,American Playhouse Theatrical Films,,Howard Brookner,Comedy,43671,Bloodhounds of Broadway,PG,03-11-1989,93,5.7,Josef Sommer,1021,Howard Brookner,1989
859304,HandMade Films,UK,Jonathan Wacks,Drama,283747,Powwow Highway,R,24-02-1989,100,7.3,Gary Farmer,1374,David Seals,1989
 ,United Artists,USA,Nancy Savoca,Comedy,1354268,True Love,R,15-09-1989,104,6,Annabella Sciorra,599,Nancy Savoca,1989
5000000,Silver Screen Partners III,USA,Jeff Blyth,Adventure,8153677,Cheetah,G,18-08-1989,83,6.1,Keith Coogan,703,Alan Caillou,1989
835903,Cinéa,France,Coline Serreau,Comedy,495063,"Mama, There's a Man in Your Bed",NOT RATED,22-03-1989,100,6.9,Daniel Auteuil,1286,Coline Serreau,1989
8593083,Avenue Pictures,USA,Robert Dornhelm,Comedy,289975,Cold Feet,R,19-05-1989,94,4.7,Keith Carradine,313,Thomas McGuane,1989
9853534,Allied Vision,UK,Gérard Kikoïne,Horror,102219,Edge of Sanity,R,14-04-1989,85,5.3,Anthony Perkins,1070,J.P. Félix,1989
873875,Varney Productions,USA,Michael A. Simpson,Comedy,472340,Fast Food,PG-13,28-04-1989,92,4.3,Clark Brandon,486,Scott B. Sowers,1989
732870,Management Company Entertainment Group (MCEG),UK,Randal Kleiser,Comedy,960385,Getting It Right,R,05-05-1989,100,6.5,Jesse Birdsall,579,Elizabeth Jane Howard,1989
705298,Koch Company,USA,Robert Wise,Action,2043889,Rooftops,R,17-03-1989,98,4.6,Jason Gedrick,341,Allan A. Goldstein,1989
838905,Braunstein and Hamady Productions,USA,Malcolm Mowbray,Comedy,294266,Out Cold,R,03-03-1989,92,5.5,John Lithgow,592,Leonard Glasser,1989
859528,Film Four International,UK,Nick Broomfield,Drama,333811,Dark Obsession,R,17-06-1991,100,4.8,Gabriel Byrne,276,Nick Broomfield,1989
8092552,Gibraltar Entertainment,USA,Andrew Lane,Crime,197343,Mortal Passions,R,26-01-1990,100,4.8,Zach Galligan,215,Alan Moskowitz,1989
0,TriStar Pictures,USA,James Ivory,Drama,463972,Slaves of New York,R,1989-03,124,5.4,Bernadette Peters,773,Tama Janowitz,1989
8789203,Premiere Pictures Corporation,USA,Rupert Hitzig,Horror,166635,Night Visitor,R,12-05-1989,93,4.5,Derek Rydall,383,Randal Viscovich,1989
892952,Curzon Films,UK,Michael Winner,Comedy,216373,A Chorus of Disapproval,PG,03-11-1989,100,5.7,Jeremy Irons,607,Alan Ayckbourn,1989
789785,Cage Productions,USA,Lang Elliott,Action,618178,Cage,R,01-09-1989,100,4.9,Lou Ferrigno,482,Hugh Kelley,1989
8586678,New Horizons Picture,USA,Terence H. Winkless,Action,1770082,Bloodfist,R,22-09-1989,85,4.8,Joe Mari Avellana,849,Robert King,1989
87585,Epic Productions,USA,Peter Masterson,Thriller,337812,Night Game,R,15-09-1989,95,4.9,Roy Scheider,498,Spencer Eastman,1989
6000000,"Samuel Goldwyn Company, The",USA,Bill Forsyth,Adventure,1877618,Breaking In,R,13-10-1989,94,6.1,Burt Reynolds,1209,John Sayles,1989
87285,Channel Four Films,UK,David Hare,Drama,764794,Strapless,R,18-05-1990,100,5.8,Blair Brown,322,David Hare,1989
8952898,Hachette Première,France,Bertrand Tavernier,Drama,428758,Life and Nothing But,PG,06-09-1989,100,7.5,Philippe Noiret,1227,Jean Cosmos,1989
5878295,Ciné Valse,France,Bertrand Blier,Comedy,1776440,Too Beautiful for You,R,1990-04,91,6.7,Gérard Depardieu,2117,Bertrand Blier,1989
782758,Bayerischer Rundfunk (BR),USA,Percy Adlon,Comedy,574080,Rosalie Goes Shopping,PG,1990-05,94,6,Marianne Sägebrecht,690,Percy Adlon,1989
5298782,Erre Produzioni,UK,Jerzy Skolimowski,Drama,111747,Torrents of Spring,PG-13,09-02-1990,100,6,Timothy Hutton,262,Jerzy Skolimowski,1989
875872,Stock Films International,Canada,Jacques W. Benoit,Comedy,491193,How to Make Love to a Negro Without Getting Tired,Not specified,08-06-1990,100,4.6,Isaach De Bankolé,266,Dany Laferrière,1989
89493,Eagle Film,USA,Frank Zuniga,Action,221163,Fist Fighter,R,12-05-1989,100,5,Jorge Rivero,199,Max Bloom,1989
NaN,Columbia Pictures Corporation,UK,Franklin J. Schaffner,Drama,1029822,Welcome Home,R,29-09-1989,92,5.7,Kris Kristofferson,261,Maggie Kleinman,1989
876985,Gathsemane 84,USA,Wendell B. Harris Jr.,Comedy,235011,Chameleon Street,R,16-05-1991,94,7.1,Wendell B. Harris Jr.,386,Wendell B. Harris Jr.,1989
8468786,Channel Four Films,UK,Jon Amiel,Comedy,1236844,Queen of Hearts,PG,1989-10,112,6.9,Vittorio Duse,406,Tony Grisoni,1989
869086,American Playhouse,USA,John David Coles,Drama,95836,Signs of Life,PG-13,25-05-1991,90,6.3,Beau Bridges,319,Mark Malone,1989
836834,Not specified,USA,Michael Fischa,Action,862551,Crack House,R,10-11-1989,90,5.6,Jim Brown,295,Blake Schaffer,1989
 ,Edward R. Pressman Film,USA,David Odell,Comedy,129778,Martians Go Home,PG-13,20-04-1990,89,2.8,Randy Quaid,605,Fredric Brown,1989
357895,Alberta Motion Picture Development Corporation,Canada,Anne Wheeler,Drama,161323,Bye Bye Blues,PG,21-09-1990,117,7.2,Rebecca Jenkins,260,Anne Wheeler,1989
878358,Les Productions Vidéofilms Ltée,Canada,Robert Ménard,Comedy,3400000,Cruising Bar,R,14-07-1989,96,6.8,Michel Côté,849,Michel Côté,1989
885083,Clear Productions,USA,Carl Reiner,Comedy,75868,"Bert Rigby, You're a Fool",R,24-02-1989,94,6.1,Robert Lindsay,217,Carl Reiner,1989
938350,Skouras Pictures,USA,Jim Sotos,Comedy,192561,Beverly Hills Brats,PG-13,06-10-1989,90,3.9,Peter Billingsley,233,Terry Moore,1989
26000000,Columbia Pictures Corporation,USA,Joel Schumacher,Drama,61490000,Flatliners,R,10-08-1990,115,6.6,Kiefer Sutherland,67242,Peter Filardi,1990
25000000,Warner Bros.,USA,Martin Scorsese,Crime,46836394,Goodfellas,R,21-09-1990,146,8.7,Robert De Niro,802599,Nicholas Pileggi,1990
0,Bioskop Film,USA,Volker Schlöndorff,Drama,4960385,The Handmaid's Tale,R,09-03-1990,109,6,Natasha Richardson,6298,Margaret Atwood,1990
20000000,Castle Rock Entertainment,USA,Rob Reiner,Crime,61276872,Misery,R,30-11-1990,107,7.8,James Caan,147278,Stephen King,1990
65000000,Carolco Pictures,USA,Paul Verhoeven,Action,119394840,El vengador del futuro,R,01-06-1990,113,7.5,Arnold Schwarzenegger,257253,Philip K. Dick,1990
14000000,Touchstone Pictures,USA,Garry Marshall,Comedy,178406268,Pretty Woman,R,23-03-1990,119,7,Richard Gere,233319,J.F. Lawton,1990
18000000,Hughes Entertainment,USA,Chris Columbus,Comedy,285761243,Home Alone,PG,16-11-1990,103,7.5,Macaulay Culkin,350395,John Hughes,1990
20000000,Twentieth Century Fox Film Corporation,USA,Tim Burton,Drama,56362352,Edward Scissorhands,PG-13,14-12-1990,105,7.9,Johnny Depp,384404,Tim Burton,1990
54000000,Paramount Pictures,USA,Francis Ford Coppola,Crime,66666062,The Godfather: Part III,R,25-12-1990,162,7.6,Al Pacino,295736,Mario Puzo,1990
22000000,Tig Productions,USA,Kevin Costner,Adventure,184208848,Dances with Wolves,PG-13,21-11-1990,181,8,Kevin Costner,201166,Michael Blake,1990
30000000,Paramount Pictures,USA,John McTiernan,Action,122012643,The Hunt for Red October,PG,02-03-1990,135,7.6,Sean Connery,152517,Tom Clancy,1990
13000000,Universal Pictures,USA,John Lafia,Horror,28501605,Child's Play 2,R,09-11-1990,84,5.8,Alex Vincent,34608,Don Mancini,1990
22000000,Paramount Pictures,USA,Jerry Zucker,Drama,217631306,Ghost,PG-13,13-07-1990,127,7,Patrick Swayze,164846,Bruce Joel Rubin,1990
11000000,Universal Pictures,USA,Ron Underwood,Comedy,16667084,Tremors,PG-13,19-01-1990,96,7.1,Kevin Bacon,98220,S.S. Wilson,1990
25000000,Warner Bros.,USA,John Patrick Shanley,Comedy,39404261,Joe Versus the Volcano,PG,09-03-1990,102,5.7,Tom Hanks,29752,John Patrick Shanley,1990
9500000,PolyGram Filmed Entertainment,USA,David Lynch,Comedy,14560247,Wild at Heart,R,17-08-1990,125,7.2,Nicolas Cage,67407,Barry Gifford,1990
483595,Lorimar Film Entertainment,UK,Nicolas Roeg,Adventure,10360553,The Witches,PG,24-08-1990,91,6.8,Anjelica Huston,27253,Roald Dahl,1990
25000000,Carolco Pictures,USA,Adrian Lyne,Drama,26118851,Jacob's Ladder,R,02-11-1990,113,7.5,Tim Robbins,81979,Bruce Joel Rubin,1990
13500000,888 Productions,USA,Steve Barron,Action,135265915,Teenage Mutant Ninja Turtles,PG,30-03-1990,93,6.7,Judith Hoag,73504,Kevin Eastman,1990
31000000,Hollywood Pictures,USA,Frank Marshall,Comedy,53208180,Arachnophobia,PG-13,18-07-1990,103,6.4,Jeff Daniels,53559,Don Jakoby,1990
70000000,Twentieth Century Fox Film Corporation,USA,Renny Harlin,Action,117540947,Die Hard 2,R,04-07-1990,124,7.1,Bruce Willis,288815,Walter Wager,1990
47000000,Touchstone Pictures,USA,Warren Beatty,Action,103738726,Dick Tracy,PG,15-06-1990,105,6.1,Warren Beatty,50318,Chester Gould,1990
84378,Columbia Pictures Corporation,USA,Penny Marshall,Biography,52096475,Awakenings,PG-13,11-01-1991,121,7.8,Robert De Niro,101286,Oliver Sacks,1990
,Castle Rock Entertainment,USA,Harry Hook,Adventure,13985225,Lord of the Flies,R,16-03-1990,90,6.4,Balthazar Getty,23976,William Golding,1990
10000000,Universal Pictures,USA,Dennis Dugan,Comedy,53470900,Problem Child,PG,27-07-1990,81,5.3,Michael Oliver,24008,Scott Alexander,1990
60000000,Don Simpson/Jerry Bruckheimer Films,USA,Tony Scott,Action,82670733,Days of Thunder,PG-13,27-06-1990,107,5.9,Tom Cruise,65262,Robert Towne,1990
11000000,Universal Pictures,USA,John Waters,Comedy,8266343,Cry-Baby,PG-13,06-04-1990,85,6.5,Johnny Depp,47001,John Waters,1990
40000000,Universal Pictures,USA,Robert Zemeckis,Adventure,87727583,Back to the Future Part III,PG,25-05-1990,118,7.4,Michael J. Fox,316774,Robert Zemeckis,1990
42000000,United Artists,USA,John G. Avildsen,Drama,40946358,Rocky V,PG-13,16-11-1990,104,5.2,Sylvester Stallone,102375,Sylvester Stallone,1990
26000000,Imagine Entertainment,USA,Ivan Reitman,Comedy,91457688,Kindergarten Cop,PG-13,21-12-1990,111,,Arnold Schwarzenegger,115309,Murray Salem,1990
35000000,Davis Entertainment,USA,Stephen Hopkins,Action,30669413,Predator 2,R,21-11-1990,108,6.2,Danny Glover,117081,Jim Thomas,1990
